id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,teamName
2795108499,21,43,1,2,40,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:34:33.365Z,2025-04-02T19:34:50Z,5618918451,144,44,5618917603,285,0,5618917657,233,39,5618917601,56,Back,,,,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108483,39,43,1,2,40,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T19:34:33.366Z,2025-04-02T19:34:54Z,5618918641,144,44,5618917559,286,0,5618917557,56,Center,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108487,40,43,1,2,41,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T19:34:33.814Z,2025-04-02T19:34:50Z,5618917561,56,Center,5618918443,144,61,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108505,22,43,1,2,41,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:34:34.024Z,2025-04-02T19:34:52Z,5618917631,141,59.4,5618917627,56,Back,5618917635,212,0.4,5618917629,140,27.7,5618917623,3,0,5618918525,144,1,5618917637,213,0.16,5618917625,168,0,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108827,23,1,1,3,10,4ku8o6uf87yd8iecdalipo6wd,1,14.8,50.4,2025-04-02T19:35:03.274Z,2025-04-02T19:35:06Z,5618919457,141,93.9,5618919459,212,52.2,5618919453,56,Left,5618919451,152,,5618919447,5,,5618919461,213,0.6,5618919465,1,,5618919449,157,,7drgir9lcwfst8vxz07jboe6t,J. Musso,5618919455,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108835,24,44,1,3,13,4ku8o6uf87yd8iecdalipo6wd,1,57.9,92.5,2025-04-02T19:35:06.005Z,2025-04-02T20:28:13Z,5618919493,286,,5618919645,233,42,5618919491,56,Left,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108821,42,44,1,3,13,agh9ifb2mw3ivjusgedj7c3fe,0,42.1,7.5,2025-04-02T19:35:06.006Z,2025-04-02T20:28:13Z,5618919415,285,,5618919665,233,24,5618919413,56,Back,,,,,,,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108837,25,1,1,3,13,4ku8o6uf87yd8iecdalipo6wd,0,56.3,93.9,2025-04-02T19:35:06.552Z,2025-04-02T19:35:07Z,5618919497,168,,5618919507,213,0.25,5618919499,56,Left,5618919503,141,97.2,5618919501,140,64.5,5618919495,3,,5618919505,212,8.9,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108865,43,1,1,3,14,agh9ifb2mw3ivjusgedj7c3fe,1,36.2,8.9,2025-04-02T19:35:06.774Z,2025-04-02T19:35:09Z,5618919657,141,6.7,5618919659,212,3.9,5618919653,56,Back,5618919651,3,,5618919661,213,5.89,5618919655,140,39.6,,,,,,,cscn06kwqfzo09h0dc5ybt1pl,Jules Koundé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108867,44,1,1,3,14,agh9ifb2mw3ivjusgedj7c3fe,0,38.6,7.3,2025-04-02T19:35:07.398Z,2025-04-02T19:35:10Z,5618919677,212,1.4,5618919671,56,Back,5618919679,213,0,5618919673,140,39.9,5618919675,141,7.3,,,,,,,,,,cjll1xrw3xulnl23c9tlf6rys,Fermín López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108871,26,61,1,3,16,4ku8o6uf87yd8iecdalipo6wd,1,57.1,93.9,2025-04-02T19:35:09.433Z,2025-04-02T19:35:10Z,5618919697,56,Left,,,,,,,,,,,,,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108881,27,1,1,3,17,4ku8o6uf87yd8iecdalipo6wd,1,53.9,82.1,2025-04-02T19:35:10.504Z,2025-04-02T19:35:12Z,5618919745,140,52.7,5618919749,212,13.7,5618919743,56,Center,5618919747,141,62.1,5618919751,213,4.62,,,,,,,,,,9e7ybe0nsu3byq2tteey3zuy2,Pablo Barrios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108911,28,1,1,3,19,4ku8o6uf87yd8iecdalipo6wd,1,57.2,61.7,2025-04-02T19:35:12.536Z,2025-04-02T19:35:16Z,5618919893,140,94.4,5618919899,213,5.73,5618919897,212,46,5618919895,141,25.9,5618919891,56,Center,5618919901,1,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108925,29,1,1,3,23,4ku8o6uf87yd8iecdalipo6wd,1,94.4,25.9,2025-04-02T19:35:15.817Z,2025-04-02T19:35:19Z,5618920021,213,2.68,5618920011,140,84.6,5618920009,56,Center,5618920013,141,33.4,5618920015,212,11.5,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108951,30,50,1,3,25,4ku8o6uf87yd8iecdalipo6wd,1,88.6,31,2025-04-02T19:35:17.797Z,2025-04-02T19:35:32Z,5618920145,56,Center,5618920147,286,,5618920355,233,45,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795108957,45,7,1,3,25,agh9ifb2mw3ivjusgedj7c3fe,1,11.4,69,2025-04-02T19:35:17.798Z,2025-04-02T19:35:31Z,5618920311,233,30,5618920169,285,,5618920165,56,Back,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108965,46,61,1,3,26,agh9ifb2mw3ivjusgedj7c3fe,1,11.2,72.9,2025-04-02T19:35:18.739Z,2025-04-02T19:35:22Z,5618920195,56,Back,,,,,,,,,,,,,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108969,47,49,1,3,26,agh9ifb2mw3ivjusgedj7c3fe,1,14,75,2025-04-02T19:35:19.431Z,2025-04-02T19:35:23Z,,,,,,,,,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108983,48,3,1,3,28,agh9ifb2mw3ivjusgedj7c3fe,0,21.8,78.8,2025-04-02T19:35:21.702Z,2025-04-02T19:35:25Z,5618920287,56,Back,5618920301,211,,5618920289,285,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795108991,31,49,1,3,30,4ku8o6uf87yd8iecdalipo6wd,1,69.1,10.7,2025-04-02T19:35:23.129Z,2025-04-02T19:35:25Z,,,,,,,,,,,,,,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109007,32,1,1,3,30,4ku8o6uf87yd8iecdalipo6wd,1,69.1,10.7,2025-04-02T19:35:23.369Z,2025-04-02T19:35:27Z,5618920429,56,Right,5618920435,212,16.6,5618920431,140,84.4,5618920433,141,4.7,5618920437,213,6.03,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109025,33,1,1,3,32,4ku8o6uf87yd8iecdalipo6wd,0,86.1,6.7,2025-04-02T19:35:24.793Z,2025-04-02T19:35:30Z,5618920541,213,1.43,5618920533,56,Center,5618920539,212,21.4,5618920537,141,37.9,5618920529,2,,5618920535,140,88.9,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109063,49,12,1,3,33,agh9ifb2mw3ivjusgedj7c3fe,1,9,67.5,2025-04-02T19:35:26.038Z,2025-04-02T19:35:34Z,5618920783,56,Back,5618920789,212,27.6,5618920791,213,1,5618920853,167,,5618920787,141,100,5618920785,140,23.1,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109099,34,5,1,3,34,4ku8o6uf87yd8iecdalipo6wd,1,77.7,-1.3,2025-04-02T19:35:27.672Z,2025-04-02T20:07:16Z,5618921029,56,Right,5618921053,233,50,5618921031,347,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109069,50,5,1,3,34,agh9ifb2mw3ivjusgedj7c3fe,0,22.3,101.3,2025-04-02T19:35:27.672Z,2025-04-02T20:07:16Z,5618921057,233,34,5618920833,347,,5618920831,56,Back,,,,,,,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109121,35,1,1,3,43,4ku8o6uf87yd8iecdalipo6wd,1,76.7,0,2025-04-02T19:35:36.184Z,2025-04-02T19:35:40Z,5618921125,107,,5618921133,212,11.5,5618921127,56,Right,5618921131,141,14.9,5618921129,140,80.3,5618921135,213,1.24,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109119,51,83,1,3,46,agh9ifb2mw3ivjusgedj7c3fe,0,18.9,89.7,2025-04-02T19:35:39.718Z,2025-04-02T19:35:42Z,5618921221,399,9ikkuxd19avliz1khcrm82gyy,,,,,,,,,,,,,,,,,,,,,,ezviixcyaaj162saxs2yl27s9,Frenkie de Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109127,36,61,1,3,47,4ku8o6uf87yd8iecdalipo6wd,1,80.3,14.9,2025-04-02T19:35:39.784Z,2025-04-02T19:35:41Z,5618921179,56,Right,,,,,,,,,,,,,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109189,37,1,1,3,49,4ku8o6uf87yd8iecdalipo6wd,1,69.3,1,2025-04-02T19:35:42.041Z,2025-04-02T19:35:49Z,5618921521,140,45.1,5618921525,212,32,5618921519,56,Back,5618921527,213,2.49,5618921523,141,29.6,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109201,38,1,1,3,57,4ku8o6uf87yd8iecdalipo6wd,1,51.7,59.7,2025-04-02T19:35:49.816Z,2025-04-02T19:35:51Z,5618921659,141,91.1,5618921663,213,1.29,5618921657,140,57.6,5618921655,56,Left,5618921661,212,22.2,,,,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109219,39,1,1,3,59,4ku8o6uf87yd8iecdalipo6wd,1,60.9,92.6,2025-04-02T19:35:51.800Z,2025-04-02T19:35:55Z,5618921779,56,Left,5618921785,212,10.6,5618921781,140,70.4,5618921783,141,98,5618921787,213,0.35,,,,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109249,40,1,1,4,2,4ku8o6uf87yd8iecdalipo6wd,1,73.5,87.5,2025-04-02T19:35:55.576Z,2025-04-02T19:36:05Z,5618921965,141,83,5618921961,56,Left,5618921969,213,6.12,5618921963,140,91,5618921967,212,18.6,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109253,41,1,1,4,6,4ku8o6uf87yd8iecdalipo6wd,0,86.6,83.3,2025-04-02T19:35:59.592Z,2025-04-02T19:36:00Z,5618921991,56,Center,5618921987,2,,5618921995,141,57.9,5618921997,212,17.4,5618921993,140,88.8,5618921999,213,4.85,,,,,,,cj3dik1dqyo2nf1jgmyn471sl,Reinildo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109265,52,12,1,4,7,agh9ifb2mw3ivjusgedj7c3fe,1,9.5,35.7,2025-04-02T19:36:00.358Z,2025-04-02T19:36:02Z,5618922035,213,0.06,5618922033,212,20.9,5618922029,140,29.4,5618922027,56,Back,5618922031,141,37.6,,,,,,,,,,bkwxem45cf48k14euwqe7rs44,Pau Cubarsí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109273,53,1,1,4,9,agh9ifb2mw3ivjusgedj7c3fe,1,29.4,37.6,2025-04-02T19:36:02.182Z,2025-04-02T19:36:04Z,5618922109,212,24.4,5618922103,56,Back,5618922105,140,39,5618922111,213,5.14,5618922107,141,4.9,,,,,,,,,,2szgrzcosfeifh664tgt3mfvt,Ferran Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109281,54,49,1,4,11,agh9ifb2mw3ivjusgedj7c3fe,1,39,4.9,2025-04-02T19:36:04.102Z,2025-04-02T19:36:04Z,,,,,,,,,,,,,,,,,,,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109319,55,1,1,4,12,agh9ifb2mw3ivjusgedj7c3fe,0,41.5,5.3,2025-04-02T19:36:05.398Z,2025-04-02T19:37:40Z,5618922347,212,44.3,5618922351,1,,5618922349,213,0.81,5618922343,140,70.7,5618922341,56,Center,5618922345,141,52.4,,,,,,,abr79wsl0folgkyvl821ggs2c,Lamine Yamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109323,42,8,1,4,16,4ku8o6uf87yd8iecdalipo6wd,1,26.8,58.4,2025-04-02T19:36:09.160Z,2025-04-02T19:36:09Z,5618922373,56,Back,,,,,,,,,,,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109327,43,49,1,4,16,4ku8o6uf87yd8iecdalipo6wd,1,26.8,58.4,2025-04-02T19:36:09.641Z,2025-04-02T19:36:09Z,,,,,,,,,,,,,,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109349,44,1,1,4,19,4ku8o6uf87yd8iecdalipo6wd,1,29.9,66.2,2025-04-02T19:36:11.896Z,2025-04-02T19:36:13Z,5618922517,140,41,5618922521,141,87.9,5618922529,213,0.9,5618922525,212,18.8,5618922513,56,Back,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109375,45,1,1,4,20,4ku8o6uf87yd8iecdalipo6wd,1,41,87.9,2025-04-02T19:36:13.368Z,2025-04-02T19:36:16Z,5618922623,213,4.18,5618922615,56,Back,5618922619,141,65.9,5618922617,140,32.6,5618922621,212,17.4,,,,,,,,,,5es43b4a7fv0lkmp63dj439ey,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109397,46,1,1,4,23,4ku8o6uf87yd8iecdalipo6wd,1,32.6,64.8,2025-04-02T19:36:16.168Z,2025-04-02T19:36:18Z,5618922719,140,22.8,5618922725,213,2.95,5618922721,141,67.8,5618922717,56,Back,5618922723,212,10.5,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109445,47,1,1,4,25,4ku8o6uf87yd8iecdalipo6wd,1,20.8,66.5,2025-04-02T19:36:18.552Z,2025-04-02T19:36:24Z,5618923003,141,14.3,5618923009,1,,5618923007,213,5.03,5618922999,56,Back,5618923005,212,37.4,5618923001,140,32.1,,,,,,,6xulax65kp4aid70nk7g5jr2t,Robin Le Normand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109459,48,1,1,4,31,4ku8o6uf87yd8iecdalipo6wd,1,44.4,12.7,2025-04-02T19:36:24.568Z,2025-04-02T19:36:26Z,5618923093,212,16.5,5618923095,213,0.25,5618923089,140,59.6,5618923087,56,Right,5618923091,141,18.7,,,,,,,,,,3ga7qj3h3dbmqucxmaxhmrjdh,R. De Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109491,49,1,1,4,33,4ku8o6uf87yd8iecdalipo6wd,1,59.6,18.7,2025-04-02T19:36:26.456Z,2025-04-02T19:36:30Z,5618923257,141,3.2,5618923261,213,5.66,5618923259,212,18,5618923253,56,Right,5618923255,140,73.5,,,,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109509,50,1,1,4,37,4ku8o6uf87yd8iecdalipo6wd,1,69,22.4,2025-04-02T19:36:30.184Z,2025-04-02T19:36:31Z,5618923355,141,31.7,5618923351,56,Center,5618923353,140,69.7,5618923359,213,1.46,5618923357,212,6.4,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109545,51,1,1,4,38,4ku8o6uf87yd8iecdalipo6wd,1,69.7,31.9,2025-04-02T19:36:31.641Z,2025-04-02T19:36:35Z,5618923529,56,Right,5618923545,213,5.74,5618923537,141,15.2,5618923541,212,21.9,5618923533,140,87.5,,,,,,,,,,716n1970vi9rvw5b4w9qmjfth,A. Griezmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109553,52,1,1,4,42,4ku8o6uf87yd8iecdalipo6wd,0,87.8,15.4,2025-04-02T19:36:35.128Z,2025-04-02T19:36:42Z,5618923621,212,46,5618923617,140,100,5618923813,1,,5618923619,141,80.1,5618923611,2,,5618923623,213,1.27,5618923615,56,Left,,,,9ikkuxd19avliz1khcrm82gyy,J. Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109617,53,5,1,4,45,4ku8o6uf87yd8iecdalipo6wd,0,100.9,79.4,2025-04-02T19:36:38.167Z,2025-04-02T20:07:17Z,5618924803,233,56,5618923951,56,Left,5618923953,346,,,,,,,,,,,,,,,,,amxunh6enoc99r07cp7qt621h,Marcos Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109763,56,5,1,4,45,agh9ifb2mw3ivjusgedj7c3fe,1,-0.9,20.6,2025-04-02T19:36:38.167Z,2025-04-02T20:07:16Z,5618924797,233,53,5618924787,56,Back,5618924789,346,,,,,,,,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109773,57,1,1,5,11,agh9ifb2mw3ivjusgedj7c3fe,1,4.8,41.2,2025-04-02T19:37:04.005Z,2025-04-02T19:37:08Z,5618924865,124,,5618924875,213,1.22,5618924871,141,81.4,5618924869,140,14.3,5618924879,237,,5618924873,212,29.1,5618924867,56,Back,,,,6ofu6yc2qwp5ii9cerdq1tk9h,Wojciech Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109779,58,1,1,5,15,agh9ifb2mw3ivjusgedj7c3fe,1,25.6,87.2,2025-04-02T19:37:08.262Z,2025-04-02T19:37:10Z,5618924939,140,44,5618924941,141,82.7,5618924937,56,Back,5618924943,212,19.6,5618924945,213,6.13,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109783,59,4,1,5,18,agh9ifb2mw3ivjusgedj7c3fe,1,43.6,88.8,2025-04-02T19:37:10.838Z,2025-04-02T20:07:12Z,5618924985,265,,5618925053,233,54,5618924979,13,,5618924981,56,Back,5618924983,152,,5618924987,286,,,,,,,,2wl6h1rlrfnn2mr65vuo3t815,Raphinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795109799,54,4,1,5,18,4ku8o6uf87yd8iecdalipo6wd,0,56.4,11.2,2025-04-02T19:37:10.839Z,2025-04-02T20:07:12Z,5618925045,152,,5618925041,13,,5618925057,233,59,5618925049,285,,5618925043,56,Right,5618925507,55,55,5618925047,265,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795109811,55,17,1,5,22,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:37:15.112Z,2025-04-02T19:40:10Z,5618925481,31,,5618925485,13,243,5618930017,343,2,5618925487,55,54,5618925483,392,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795110147,56,27,1,6,20,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:38:13.017Z,2025-04-02T20:07:23Z,5619015827,233,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795110195,60,27,1,6,20,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T19:38:13.017Z,2025-04-02T20:07:23Z,5618927227,41,Injury,5619015847,233,56,5618927229,53,2wl6h1rlrfnn2mr65vuo3t815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795110525,57,28,1,7,7,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:39:00.637Z,2025-04-02T19:39:01Z,5618929075,55,56,5618929079,233,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795110509,61,28,1,7,7,agh9ifb2mw3ivjusgedj7c3fe,1,0,0,2025-04-02T19:39:00.637Z,2025-04-02T19:39:02Z,5618929089,233,57,5618929019,55,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795110615,58,27,1,7,22,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:39:14.919Z,2025-04-02T19:39:15Z,5618929623,364,,5618929619,201,,5618929621,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795110691,59,65,1,7,22,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:39:14.929Z,2025-04-02T19:40:10Z,5618932153,335,,5618930037,365,55,5618930035,332,,,,,,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795111065,60,28,1,8,15,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:40:08.710Z,2025-04-02T19:40:10Z,5618932141,364,,5618932143,55,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795111219,61,17,1,8,38,4ku8o6uf87yd8iecdalipo6wd,1,0,0,2025-04-02T19:40:30.862Z,2025-04-02T19:40:42Z,5618932977,31,,5618932983,283,b50ny8f8cz813cd7t9kknif9x,5618932979,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atletico Madrid
2795111307,62,1,1,8,50,agh9ifb2mw3ivjusgedj7c3fe,1,39.8,84.4,2025-04-02T19:40:42.845Z,2025-04-02T19:44:20Z,5618933541,141,87.7,5618933539,140,45.7,5618933533,5,,5618933537,56,Back,5618933545,213,0.35,5618933535,152,,5618934621,189,,5618933543,212,6.6,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795111311,63,1,1,8,53,agh9ifb2mw3ivjusgedj7c3fe,1,45.7,87.7,2025-04-02T19:40:46.436Z,2025-04-02T19:40:47Z,5618933571,140,54.6,5618933575,212,10.8,5618933577,213,0.53,5618933573,141,95.7,5618933569,56,Left,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795111319,64,1,1,8,54,agh9ifb2mw3ivjusgedj7c3fe,1,53,95.9,2025-04-02T19:40:47.236Z,2025-04-02T19:40:48Z,5618933597,213,3.54,5618933593,141,90.9,5618933591,140,45.3,5618933589,56,Back,5618933595,212,8.8,,,,,,,,,,bzgh5psb1janz9y3btpswngbu,Alejandro Balde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795111339,65,1,1,8,55,agh9ifb2mw3ivjusgedj7c3fe,1,45.3,90.8,2025-04-02T19:40:48.005Z,2025-04-02T19:40:49Z,5618933697,141,76.4,5618933701,213,4.05,5618933699,212,12.4,5618933693,56,Back,5618933695,140,38,,,,,,,,,,4ftlhtels58lyzfluwofzwxuy,Pedri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
2795111351,66,1,1,8,57,agh9ifb2mw3ivjusgedj7c3fe,0,36.2,71.7,2025-04-02T19:40:49.829Z,2025-04-02T19:40:51Z,5618933739,140,46.2,5618933741,141,48.8,5618933743,212,18.8,5618933745,213,5.31,5618933737,56,Back,,,,,,,,,,cd5napttmwk5o9gxw3cbb4ted,Iñigo Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barcelona
